Shloka Number,Title,Head Word,Sub-Head Word,Synonyms,Rasa,Guna,Virya,Vipaka,Karma,,,,
232-233,अथ रक्तपुष्पा पुनर्नवा।  तस्या नामगुणानाह,रक्तपुष्पा पुनर्नवा,,"रक्तपुनर्नवा, रक्तपुष्पा, शिलाटिका, शोथघ्नी, क्षुद्रवर्षाभू, वर्षकेतु",तिक्त,लघु,शीत,कटु,"वातला, ग्राहिणी, श्लेष्म-पित्त-रक्त-विनाशिनी",,,,
234-235,अथ गन्धप्रसारिणी।  तस्या नामानि गुणाँश्चाह,गन्धप्रसारणी,,"प्रसारणी, राजबला, भद्रपर्णी, प्रतानिनी, सरणी, सारणी, भद्रा, बला और कटम्भरा",तिक्त,गुरु,उष्ण,,"वृष्या, बलसन्धानकृत्, सरा, वातहृत्, वात-रक्त-कफापहा",,,,
236,अथ कृष्णशारिवा।  तस्या नामान्याह,कृष्णशारिवा,,"शारिवा, श्यामा, गोपी और गोपवधू",,,,,,,,,
237,अथ श्वेतशारिवा।  तस्या नामान्याह,श्वेतशारिवा,,"धवलशारिवा, शारिवा, गोपा, गोपकन्या, कृशोदरी, स्फोटा, श्यामा, गोपवल्ली, लता, आस्फोता और चन्दना",,,,,,,,,
238,अथ सारिवाद्वयस्य गुणानाह,,,,स्वादु,"स्निग्ध, गुरु",,,"शुक्रकर, अग्निमान्द्या-अरुचि-श्वास-कासा-आम-विष-नाशन, दोषत्रया-त्सप्रदर-ज्वरा-अतिसारनाशन",,,,
239-241,अथ भृङ्गराजः।  तस्या नामानि गुणाँश्चाह,भृङ्गराज,,"भृङ्गराज, भृङ्गरज, मार्कव, भृङ्ग, अङ्गारक, केशराज, भृङ्गार और केशरञ्जन",कटु,"तीक्ष्ण, रूक्ष",उष्ण,,"कफ-वातनुत्, केश्य, त्वच्य, कृमि-श्वास-कास-शोथा-आम-पाण्डु-नुत्, दन्त्य, रसायन, बल्य, कुष्ठ-नेत्रशिरऽर्तिनुत्",,,,
242,अथ शणपुष्पी।  तस्या नामानि गुणाँश्चाह,शणपुष्पी,,"शणपुष्पी, घण्टा तथा शणपुष्पसमाकृति","कटु, तिक्त",,,,"वामिनी, कफ-पित्तजित्",,,,
243,अथ त्रायमाणा।  तस्या नामानि गुणाँश्चाह,त्रायमाणा,,"बलभद्रा, त्रायमाणा, त्रायन्ती, गिरिजा तथा अनुजा","तुवर,  तिक्त",,,,"सरा, पित्त-कफापहा, ज्वर-हृद्रोग-गुल्मा-आर्श-भ्रम-शूल-विष-प्रणुत्",,,,
244-245,अथ मूर्वा।  तस्या नामानि गुणाँश्चाह,मूर्वा,,"मूर्वा, मधुरसा, देवी, मोरटा, तेजनी, खुवा, मधूलिका, मधुश्रेजी, गोकर्णी पीलुपर्णी","स्वादु, तिक्त",गुरु,,,"सरा, पित्ता-अस्र-मेह-नुत्, त्रिदोष-तृष्णा-हृद्रोग-कण्डू-कुष्ठ-ज्वरा-पहा",,,,
246-247,अथ काकमाची।  तस्या नामानि गुणाँश्चाह,काकमाची,,,"तिक्त, कटु",स्निग्ध,उष्ण,,"त्रिदोषघ्नी, स्वर-शुक्रदा, रसायनी, शोथ-कुष्ठा-आर्श-ज्वर-मेह-जित्, नेत्रहिता, हिक्का -च्छर्दि-हृद्रोगनाशिनी",,,,
248-249,अथ काकनासा। तस्या नामगुणानाह,काकनासा,,"काकनासा, काकाङ्गी और काकतुण्डफला
","कषाय, तिक्त, कटु ",,उष्ण,कटु,"कफघ्नी, वामनी, शोथा-आर्श-श्वित्र-कुष्ठ-हृत्",,,,
250-251,अथ काकजङ्घा। तस्या नामानि गुणाँश्चाह,काकजङ्घा,,"काकजङ्घा, नदीकान्ता, काकतिक्ता, सुलोमशा, पारावतपदी, दासी और काका
","तिक्त, कषाय",,शीत,,"कफ-पित्तजित्, ज्वर-पित्ता-अस्र-व्रण-कण्डू-विष-क्रिमीहनाशन",,,,
252,अथ नागपुष्पी।  तस्या नामानि गुणाँश्चाह,नागपुष्पी,,"नागपुष्पी, श्वेतपुष्पा, नागिनी और रामदूतिका",तिक्त,तीक्ष्ण,उष्ण,,"रोचनी, कफ-पित्तनुत्, विष-शूल-योनिदोष-वमि-क्रिमीहन",,,,
